Date,Site ID,Division,Site Name,Purchase Capacity (Mbps),Delay(msec),Jitter(ms),Packet Loss(),Avg(out) mb/sbit/s,Avg(in) mb/sbit/s,Peak Throughput (Mbps) ,Utilization
24-Nov-18,JSCGH03,Khulna,Porapara Bazar,260,9.5851,1.4604 ,0.000069,56.51464844,12.15039063,143.6816406,0.552621695
24-Nov-18,JSKSB05,Khulna,Sagordari 32m land,350,9.8944,1.9765 ,0.007121,150.0068359,29.72363281,277.4599609,0.792742746
24-Nov-18,JSSDR10,Khulna,Bashundia bazar land 55,275,9,2 ,0.0004,168.4433594,35.59277344,314.6191406,1.144069602
24-Nov-18,JSSDRT1,Khulna,Jessore,250,10.5887,10.1952 ,0,111.6474609,22.30273438,250.4121094,1.001648438
24-Nov-18,KHDMR06,Khulna,Shahapur Land,275,8.7721,1.8023 ,0.006648,49.12890625,9.545898438,112.7958984,0.410166903
24-Nov-18,KHPKG01,Khulna,Kapilmuni land 55m,175,10,1 ,0,130.6748047,26.21679688,47.33984375,0.270513393
24-Nov-18,KHRPS01,Khulna,Rupsha,150,10.8108,9.1249 ,0.01,109.4160156,23.57714844,208.3232422,1.388821615
24-Nov-18,MAMDP01,Khulna,Mohammadpur land 55m,185,6,1 ,0,51.546875,10.0078125,93.08984375,0.503188345
24-Nov-18,MASDR07,Khulna,Dhonpara Bazar_32m  Land,600,6.1312,1.0472 ,0,96.93554688,19.99511719,209.34375,0.34890625
24-Nov-18,NRSDR06,Khulna,Tularampur 32m,225,8,1 ,0,22.37011719,4.80078125,44.71191406,0.198719618
24-Nov-18,NRSDR10,Khulna,Ramchandrapur 32m land,175,8,1 ,0.0004,28.25,5.877929688,69.37695313,0.396439732
24-Nov-18,SKASN02,Khulna,Assasuni_land_75m,375,10,2 ,0.0004,150.7148438,29.65234375,288.8242188,0.770197917
25-Nov-18,BGMRL06,Khulna,Kailkabari 32m land,250,8.1252,1.7453 ,0.000036,166.4960938,35.50390625,321.9501953,1.287800781
25-Nov-18,GGMKS01,Khulna,Banierchar backbone 75m,225,7.0122,2.0544 ,0,63.47070313,63.45996094,124.0390625,0.551284722
25-Nov-18,GGMKS02,Khulna,Muksedpur land 55m,220,6,2 ,0.0004,53.46875,10.6015625,105.0576172,0.477534624
25-Nov-18,GGSDR02,Khulna,Gopalganj Bkb,450,7.576,1.7047 ,0.000035,5.09375,0.935546875,9.6171875,0.021371528
25-Nov-18,JHHRK01,Khulna,"Kulbaria land, Horinaku",175,7,2 ,0.0004,39.14648438,9.08984375,88.13476563,0.503627232
25-Nov-18,JHKLG05,Khulna,Khorar Bazar 32m Land,400,7,1 ,0.0004,106.328125,24.05761719,218.4072266,0.546018066
25-Nov-18,JSCGH03,Khulna,Porapara Bazar,260,8.7569,1.6292 ,0.00197,56.95019531,12.76269531,119.6484375,0.460186298
25-Nov-18,JSKSB05,Khulna,Sagordari 32m land,350,9.574,1.5852 ,0.002137,150.4804688,31.01074219,286.4023438,0.818292411
25-Nov-18,JSSDR10,Khulna,Bashundia bazar land 55,275,8,2 ,0.0004,168.6425781,35.52832031,347.6318359,1.264115767
25-Nov-18,JSSDRT1,Khulna,Jessore,250,9.435,9.3673 ,0.0004,118.7285156,24.17773438,261.46875,1.045875
25-Nov-18,KHDMR06,Khulna,Shahapur Land,275,8.1407,2.0102 ,0.001105,47.1953125,9.700195313,99.82324219,0.362993608
25-Nov-18,KHPKG01,Khulna,Kapilmuni land 55m,175,10,2 ,0.0004,142.3720703,27.73144531,51.47265625,0.294129464
25-Nov-18,KHRPS01,Khulna,Rupsha,150,10.1892,10.2396 ,0.0004,107.2216797,23.75195313,194.5380859,1.296920573
25-Nov-18,MAMDP01,Khulna,Mohammadpur land 55m,185,5,1 ,0,50.06738281,9.653320313,105.984375,0.572888514
25-Nov-18,MASDR07,Khulna,Dhonpara Bazar_32m  Land,600,5.0972,0.9917 ,0,98.96875,20.23925781,219.2548828,0.365424805
25-Nov-18,NRSDR06,Khulna,Tularampur 32m,225,7,1 ,0.0004,22.03125,4.911132813,51.41503906,0.228511285
25-Nov-18,NRSDR10,Khulna,Ramchandrapur 32m land,175,7,1 ,0.0004,29.18847656,6.140625,56.34375,0.321964286
25-Nov-18,SKASN02,Khulna,Assasuni_land_75m,375,9,2 ,0.0004,152.9716797,30.9296875,323.2333984,0.861955729
26-Nov-18,BGMRL06,Khulna,Kailkabari 32m land,250,0,0,0,0,0,324.9521484,1.299808594
26-Nov-18,GGMKS01,Khulna,Banierchar backbone 75m,225,0,0,0,0,0,123.0410156,0.546848958
26-Nov-18,GGMKS02,Khulna,Muksedpur land 55m,220,10,2 ,0,52.02441406,0.0703125,107.7890625,0.489950284
26-Nov-18,GGSDR02,Khulna,Gopalganj Bkb,450,0,0,0,0,0,10.73046875,0.023845486
26-Nov-18,JHHRK01,Khulna,"Kulbaria land, Horinaku",175,8,2 ,0,40.26464844,2.408203125,87.90332031,0.502304688
26-Nov-18,JHKLG05,Khulna,Khorar Bazar 32m Land,400,8,1 ,0.0004,107.4501953,8.80859375,225.6943359,0.56423584
26-Nov-18,JSCGH03,Khulna,Porapara Bazar,260,0,0,0,0,0,120.6191406,0.463919772
26-Nov-18,JSKSB05,Khulna,Sagordari 32m land,350,0,0,0,0,0,274.6855469,0.784815848
26-Nov-18,JSSDR10,Khulna,Bashundia bazar land 55,275,9,2 ,0,174.5507813,0.728515625,332.9316406,1.210660511
26-Nov-18,JSSDRT1,Khulna,Jessore,250,0,0,0,0,0,256.1582031,1.024632813
26-Nov-18,KHDMR06,Khulna,Shahapur Land,275,0,0,0,0,0,109.0302734,0.396473722
26-Nov-18,KHPKG01,Khulna,Kapilmuni land 55m,175,10,1 ,0,26.5703125,17.00390625,51.73339844,0.29561942
26-Nov-18,KHRPS01,Khulna,Rupsha,150,0,0,0,0,0,206.6396484,1.377597656
26-Nov-18,MAMDP01,Khulna,Mohammadpur land 55m,185,8,1 ,0,50.54589844,0.029296875,105.3007813,0.569193412
26-Nov-18,MASDR07,Khulna,Dhonpara Bazar_32m  Land,600,0,0,0,0,0,208.9013672,0.348168945
26-Nov-18,NRSDR06,Khulna,Tularampur 32m,225,8,1 ,0,25.33105469,4.119140625,55.64257813,0.247300347
26-Nov-18,NRSDR10,Khulna,Ramchandrapur 32m land,175,8,1 ,0.0004,26.99804688,5.057617188,70.03320313,0.400189732
26-Nov-18,SKASN02,Khulna,Assasuni_land_75m,375,10,2 ,0,149.0771484,0.01953125,322.1464844,0.859057292
27-Nov-18,BGMRL06,Khulna,Kailkabari 32m land,250,9.7173,1.6340 ,0,168.6748047,34.52929688,325.390625,1.3015625
27-Nov-18,GGMKS01,Khulna,Banierchar backbone 75m,225,8.459,1.9501 ,0,66.41503906,66.41308594,133.1181641,0.591636285
27-Nov-18,GGMKS02,Khulna,Muksedpur land 55m,220,7,2 ,0,51.86035156,10.54980469,99.77539063,0.453524503
27-Nov-18,GGSDR02,Khulna,Gopalganj Bkb,450,9.1618,1.6300 ,0,5.131835938,1.016601563,10.22851563,0.022730035
