Date,SOURCE-SITE,microbox-gist-1,microbox-um-1,microbox-chula-1,microbox-ucsy-1,microbox-ucsm-1,microbox-itb-1,microbox-monash-1,microbox-ptit-1
11/29/2020,Visibility-Center,0.28,75.38,89.63,131.00,165.06,82.23,75.69,45.81
11/29/2020,Visibility-Center,0.23,75.41,89.45,131.00,164.25,82.19,75.70,49.76
11/30/2020,Visibility-Center,0.22,75.45,91.66,132.03,166.14,83.24,75.70,57.60
11/30/2020,Visibility-Center,0.28,75.40,91.38,132.01,168.36,83.19,75.68,61.01
12/4/2020,Visibility-Center,0.27,75.44,92.92,137.00,165.17,83.15,75.71,52.77
12/4/2020,Visibility-Center,0.22,75.48,93.03,137.00,164.46,83.29,75.75,59.43
12/6/2020,Visibility-Center,0.27,75.89,94.04,138.65,164.35,83.50,76.12,48.03
12/6/2020,Visibility-Center,0.22,75.91,93.93,138.87,164.45,83.55,76.16,52.66
12/7/2020,Visibility-Center,0.22,75.94,93.52,114.78,165.13,83.37,76.20,36.06
12/7/2020,Visibility-Center,0.22,75.94,93.52,114.78,165.13,83.37,76.20,36.06
12/7/2020,Visibility-Center,0.27,75.89,93.25,114.79,161.77,83.38,76.13,51.53
12/7/2020,Visibility-Center,0.27,75.89,93.25,114.79,161.77,83.38,76.13,51.53
12/8/2020,Visibility-Center,0.27,74.83,93.12,137.43,160.28,83.32,75.35,46.74
12/8/2020,Visibility-Center,0.22,74.84,93.00,137.44,160.38,83.39,76.19,57.64
12/9/2020,Visibility-Center,0.09,75.86,90.94,93.04,165.41,83.45,76.12,55.90
12/9/2020,Visibility-Center,0.22,75.36,91.62,92.10,170.22,83.53,76.15,58.06
12/10/2020,Visibility-Center,0.09,73.70,90.59,135.49,162.48,82.79,73.96,57.40
12/10/2020,Visibility-Center,0.22,74.20,91.20,135.49,160.78,82.80,73.99,71.22
12/11/2020,Visibility-Center,0.09,64.79,91.16,115.34,161.98,83.25,76.06,31.81
12/11/2020,Visibility-Center,0.22,64.81,90.32,115.34,161.11,83.29,76.10,44.75
12/12/2020,Visibility-Center,0.09,75.79,90.38,134.47,159.67,83.43,76.07,45.19
12/12/2020,Visibility-Center,0.22,75.82,90.36,134.47,158.56,83.42,76.10,59.06
12/13/2020,Visibility-Center,0.09,75.79,90.31,134.04,155.90,87.60,76.06,51.28
12/13/2020,Visibility-Center,0.22,75.81,90.47,134.04,154.85,86.64,76.11,62.86
12/14/2020,Visibility-Center,0.09,75.80,90.22,34.67,156.48,83.05,76.07,39.46
12/14/2020,Visibility-Center,0.22,75.82,94.98,34.68,157.40,83.02,76.10,47.53
12/15/2020,Visibility-Center,0.09,75.70,89.81,67.61,163.67,82.98,75.98,54.49
12/15/2020,Visibility-Center,0.22,75.73,90.98,68.06,164.17,83.60,76.02,54.78
12/16/2020,Visibility-Center,0.26,75.50,89.29,65.24,162.75,84.99,75.79,45.46
12/16/2020,Visibility-Center,0.22,75.54,90.80,67.64,164.02,85.99,75.83,56.26
12/17/2020,Visibility-Center,0.25,75.77,87.53,53.69,163.35,85.10,76.05,34.17
12/17/2020,Visibility-Center,0.20,75.81,86.91,53.80,166.25,85.02,76.10,41.47
12/18/2020,Visibility-Center,0.24,75.78,89.26,134.11,164.30,85.85,76.05,47.13
12/18/2020,Visibility-Center,0.20,75.81,89.73,134.20,164.92,93.66,76.10,56.28
12/20/2020,Visibility-Center,0.25,75.77,90.46,128.39,161.26,84.84,76.05,46.79
12/20/2020,Visibility-Center,0.20,75.81,90.48,128.39,163.17,87.29,76.10,67.20
12/21/2020,Visibility-Center,0.24,75.78,90.71,132.58,161.75,87.04,76.04,53.10
12/21/2020,Visibility-Center,0.20,75.81,90.98,132.54,163.22,88.23,76.10,53.73
12/22/2020,Visibility-Center,0.20,75.79,90.41,133.83,165.43,87.40,76.09,43.78
12/22/2020,Visibility-Center,0.25,74.69,89.26,131.94,161.06,86.14,74.96,44.66
12/23/2020,Visibility-Center,0.25,75.84,89.69,76.60,161.24,82.24,76.12,55.09
12/23/2020,Visibility-Center,0.20,75.89,90.71,76.60,162.89,85.24,76.17,56.53
12/24/2020,Visibility-Center,0.25,75.91,91.24,130.98,164.03,74.69,76.20,51.42
12/24/2020,Visibility-Center,0.20,75.98,89.55,130.98,164.97,75.01,76.27,58.72
12/25/2020,Visibility-Center,0.20,75.97,88.43,109.42,129.13,50.69,76.52,36.39
12/25/2020,Visibility-Center,0.24,75.93,88.32,109.30,128.08,50.67,76.20,46.74
12/26/2020,Visibility-Center,0.25,75.92,88.42,135.01,161.82,152.79,76.19,47.93
12/26/2020,Visibility-Center,0.20,75.97,87.22,135.02,163.26,153.98,76.27,63.58
12/27/2020,Visibility-Center,0.25,75.89,87.84,135.00,163.33,80.81,76.17,43.51
12/27/2020,Visibility-Center,0.20,75.94,88.02,135.95,164.67,83.10,76.23,59.92
12/28/2020,Visibility-Center,0.20,75.99,89.15,134.38,161.57,88.89,76.30,48.19
12/28/2020,Visibility-Center,0.24,75.92,88.55,134.36,163.55,86.08,76.21,59.09
12/29/2020,Visibility-Center,0.25,75.93,88.26,133.97,158.76,79.06,76.20,47.61
12/29/2020,Visibility-Center,0.20,75.99,88.20,134.02,155.00,83.88,76.27,49.13
12/30/2020,Visibility-Center,0.25,75.90,87.94,133.68,158.40,86.10,76.18,49.91
12/30/2020,Visibility-Center,0.20,75.96,88.12,133.90,155.22,83.45,76.26,55.58
12/31/2020,Visibility-Center,0.21,75.98,87.97,130.94,155.10,89.67,76.27,64.90
12/31/2020,Visibility-Center,0.24,75.92,87.85,130.58,157.15,86.56,76.20,66.92
1/1/2021,Visibility-Center,0.25,75.92,87.88,126.53,157.42,83.07,76.21,38.68
1/1/2021,Visibility-Center,0.20,75.99,87.86,127.46,157.54,83.46,76.27,42.69
1/2/2021,Visibility-Center,0.25,75.69,88.22,133.00,164.78,85.71,75.94,58.83
1/2/2021,Visibility-Center,0.20,75.70,89.16,133.01,162.65,84.75,76.01,60.44
1/3/2021,Visibility-Center,0.20,75.25,88.31,107.32,161.77,83.70,75.54,46.43
1/3/2021,Visibility-Center,0.25,75.20,88.39,107.15,163.40,83.15,75.48,48.83
1/4/2021,Visibility-Center,0.25,74.83,88.17,110.17,163.19,87.26,75.07,58.53
1/4/2021,Visibility-Center,0.20,74.87,88.07,110.17,161.03,84.13,75.13,76.30
1/5/2021,Visibility-Center,0.25,74.27,88.17,135.67,160.04,86.16,75.07,51.16
1/5/2021,Visibility-Center,0.20,74.33,88.21,135.68,157.52,86.20,75.13,66.26
1/6/2021,Visibility-Center,0.25,74.79,87.98,92.60,157.82,86.69,75.00,48.42
1/6/2021,Visibility-Center,0.22,74.84,88.26,92.66,154.26,84.84,75.06,54.54
1/7/2021,Visibility-Center,0.25,74.79,87.87,64.51,157.86,83.88,74.81,50.96
1/7/2021,Visibility-Center,0.11,74.84,87.91,73.61,156.57,83.10,74.99,93.67
1/8/2021,Visibility-Center,0.09,74.94,88.86,133.19,154.08,83.63,75.03,245.55
1/9/2021,Visibility-Center,0.09,76.58,94.61,134.22,227.54,84.51,76.89,232.78
1/10/2021,Visibility-Center,0.28,0.75,62.04,71.29,1.58,0.83,0.76,88.10
1/10/2021,Visibility-Center,0.09,77.55,96.65,109.58,169.76,85.87,77.85,245.36
1/11/2021,Visibility-Center,0.09,77.55,97.53,138.83,276.18,85.26,77.85,166.93
1/12/2021,Visibility-Center,0.09,48.14,62.04,87.78,184.37,53.19,48.33,22.34
1/14/2021,Visibility-Center,0.24,81.49,99.70,144.76,145.85,88.74,81.78,36.82
1/14/2021,Visibility-Center,0.20,81.55,99.99,144.78,145.62,88.99,81.85,36.86
1/18/2021,Visibility-Center,0.15,78.60,99.85,138.05,176.56,85.75,78.88,30.53
1/18/2021,Visibility-Center,0.23,78.55,99.64,138.78,171.84,85.82,78.87,32.86
1/21/2021,Visibility-Center,0.20,78.54,96.14,129.99,179.71,88.00,78.88,36.39
1/21/2021,Visibility-Center,0.19,78.55,96.21,130.02,192.22,88.06,78.84,36.50
1/23/2021,Visibility-Center,0.16,78.53,96.80,136.13,170.88,85.94,78.81,33.75
1/23/2021,Visibility-Center,0.15,78.50,96.45,136.10,167.51,86.06,78.79,36.06
1/24/2021,Visibility-Center,0.16,78.49,96.66,137.77,196.41,85.95,78.78,34.17
1/24/2021,Visibility-Center,0.15,78.50,96.63,137.78,188.65,86.00,78.77,35.68
1/25/2021,Visibility-Center,0.17,78.54,96.40,139.00,177.38,85.81,78.81,31.81
1/25/2021,Visibility-Center,0.16,78.50,96.66,139.00,172.00,85.86,78.77,33.27
1/27/2021,Visibility-Center,0.17,78.56,96.87,136.24,182.09,85.68,78.79,30.43
1/27/2021,Visibility-Center,0.16,78.50,96.89,136.16,176.67,85.79,78.79,31.53
1/31/2021,Visibility-Center,0.28,78.55,96.54,134.00,190.38,85.55,78.83,25.67
1/31/2021,Visibility-Center,0.22,78.58,96.54,134.00,188.13,85.58,78.88,29.31
2/2/2021,Visibility-Center,0.27,78.55,96.45,132.92,259.85,85.55,78.81,25.50
2/2/2021,Visibility-Center,0.22,78.59,96.65,133.00,264.57,85.89,78.88,33.42
2/4/2021,Visibility-Center,0.27,78.58,96.65,70.16,176.83,85.57,78.85,26.96
2/4/2021,Visibility-Center,0.25,78.65,96.72,70.56,177.15,90.24,78.88,37.98
2/8/2021,Visibility-Center,0.23,78.58,96.55,136.00,78.01,77.02,78.86,22.98
2/8/2021,Visibility-Center,0.29,78.56,96.86,136.00,8.03,88.41,78.80,36.59
